[Czas: 12:12:29.063]	[Dziekan] [PID: 416586] Rekrutacja otwarta. Generuję komisje 
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416638] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416639] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416640] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416641] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416642] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416643] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416644] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416645] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416646] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416647] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416648] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416649] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.841]	[Dziekan] [PID: 416586] Kandydat [PID: 416650] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416651] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416652] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416653] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416654] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416655] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416656] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416657] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416658] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416659] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416660] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.842]	[Dziekan] [PID: 416586] Kandydat [PID: 416661] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416662] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416663] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416664] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416665] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416666] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416667] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416668] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416669] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.843]	[Dziekan] [PID: 416586] Kandydat [PID: 416670] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416671] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416672] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416673] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416674] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416675] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416676] skierowany do komisji A [PID: 416587] |	 Kandydat zdał teorię wcześniej
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416677] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416678] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416679] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.844]	[Dziekan] [PID: 416586] Kandydat [PID: 416680] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416681] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416682] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416683] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416684] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416685] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416686] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416687] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416688] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416689] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.845]	[Dziekan] [PID: 416586] Kandydat [PID: 416690] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416691] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416692] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416693] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416694] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416695] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416696] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416697] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416698] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.846]	[Dziekan] [PID: 416586] Kandydat [PID: 416699] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.847]	[Dziekan] [PID: 416586] Kandydat [PID: 416700] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.847]	[Dziekan] [PID: 416586] Kandydat [PID: 416701] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:35.847]	[Dziekan] [PID: 416586] Kandydat [PID: 416702] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.847]	[Dziekan] [PID: 416586] Kandydat [PID: 416703] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.847]	[Dziekan] [PID: 416586] Kandydat [PID: 416704] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.847]	[Dziekan] [PID: 416586] Kandydat [PID: 416705] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.948]	[Dziekan] [PID: 416586] Kandydat [PID: 416706] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.983]	[Dziekan] [PID: 416586] Kandydat [PID: 416707] skierowany do komisji A [PID: 416587]
[Czas: 12:12:35.991]	[Dziekan] [PID: 416586] Kandydat [PID: 416708] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.016]	[Dziekan] [PID: 416586] Kandydat [PID: 416709] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.020]	[Dziekan] [PID: 416586] Kandydat [PID: 416710] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.032]	[Dziekan] [PID: 416586] Kandydat [PID: 416711] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.034]	[Dziekan] [PID: 416586] Kandydat [PID: 416712] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.034]	[Dziekan] [PID: 416586] Kandydat [PID: 416713] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.035]	[Dziekan] [PID: 416586] Kandydat [PID: 416714] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.035]	[Dziekan] [PID: 416586] Kandydat [PID: 416716] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.035]	[Dziekan] [PID: 416586] Kandydat [PID: 416717] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.035]	[Dziekan] [PID: 416586] Kandydat [PID: 416718] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.035]	[Dziekan] [PID: 416586] Kandydat [PID: 416719] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.035]	[Dziekan] [PID: 416586] Kandydat [PID: 416720] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.035]	[Dziekan] [PID: 416586] Kandydat [PID: 416721] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.036]	[Dziekan] [PID: 416586] Kandydat [PID: 416722] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.036]	[Dziekan] [PID: 416586] Kandydat [PID: 416723] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.036]	[Dziekan] [PID: 416586] Kandydat [PID: 416724] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.036]	[Dziekan] [PID: 416586] Kandydat [PID: 416725] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.036]	[Dziekan] [PID: 416586] Kandydat [PID: 416726] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.036]	[Dziekan] [PID: 416586] Kandydat [PID: 416727] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416728] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416729] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416730] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416731] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416732] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416733] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416734] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416736] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.037]	[Dziekan] [PID: 416586] Kandydat [PID: 416738] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.038]	[Dziekan] [PID: 416586] Kandydat [PID: 416739] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.038]	[Dziekan] [PID: 416586] Kandydat [PID: 416740] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.038]	[Dziekan] [PID: 416586] Kandydat [PID: 416741] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.038]	[Dziekan] [PID: 416586] Kandydat [PID: 416742] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.038]	[Dziekan] [PID: 416586] Kandydat [PID: 416743] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.038]	[Dziekan] [PID: 416586] Kandydat [PID: 416744] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.039]	[Dziekan] [PID: 416586] Kandydat [PID: 416745] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.040]	[Dziekan] [PID: 416586] Kandydat [PID: 416746] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.040]	[Dziekan] [PID: 416586] Kandydat [PID: 416747] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.040]	[Dziekan] [PID: 416586] Kandydat [PID: 416748] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.043]	[Dziekan] [PID: 416586] Kandydat [PID: 416749] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.143]	[Dziekan] [PID: 416586] Kandydat [PID: 416750] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.166]	[Dziekan] [PID: 416586] Kandydat [PID: 416751] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.166]	[Dziekan] [PID: 416586] Kandydat [PID: 416752] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.166]	[Dziekan] [PID: 416586] Kandydat [PID: 416753] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.166]	[Dziekan] [PID: 416586] Kandydat [PID: 416754] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.166]	[Dziekan] [PID: 416586] Kandydat [PID: 416755] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.166]	[Dziekan] [PID: 416586] Kandydat [PID: 416756] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.167]	[Dziekan] [PID: 416586] Kandydat [PID: 416757] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.167]	[Dziekan] [PID: 416586] Kandydat [PID: 416758] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.167]	[Dziekan] [PID: 416586] Kandydat [PID: 416759] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.167]	[Dziekan] [PID: 416586] Kandydat [PID: 416760] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.167]	[Dziekan] [PID: 416586] Kandydat [PID: 416761] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.167]	[Dziekan] [PID: 416586] Kandydat [PID: 416762] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.167]	[Dziekan] [PID: 416586] Kandydat [PID: 416763] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.167]	[Dziekan] [PID: 416586] Kandydat [PID: 416764] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.168]	[Dziekan] [PID: 416586] Kandydat [PID: 416765] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.168]	[Dziekan] [PID: 416586] Kandydat [PID: 416766] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.168]	[Dziekan] [PID: 416586] Kandydat [PID: 416767] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.168]	[Dziekan] [PID: 416586] Kandydat [PID: 416768] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.168]	[Dziekan] [PID: 416586] Kandydat [PID: 416769] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.168]	[Dziekan] [PID: 416586] Kandydat [PID: 416770] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.168]	[Dziekan] [PID: 416586] Kandydat [PID: 416771] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.168]	[Dziekan] [PID: 416586] Kandydat [PID: 416772] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.169]	[Dziekan] [PID: 416586] Kandydat [PID: 416773] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.169]	[Dziekan] [PID: 416586] Kandydat [PID: 416774] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.169]	[Dziekan] [PID: 416586] Kandydat [PID: 416775] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.169]	[Dziekan] [PID: 416586] Kandydat [PID: 416776] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.169]	[Dziekan] [PID: 416586] Kandydat [PID: 416777] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.169]	[Dziekan] [PID: 416586] Kandydat [PID: 416778] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.175]	[Dziekan] [PID: 416586] Kandydat [PID: 416779] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.195]	[Dziekan] [PID: 416586] Kandydat [PID: 416780] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.199]	[Dziekan] [PID: 416586] Kandydat [PID: 416781] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.199]	[Dziekan] [PID: 416586] Kandydat [PID: 416782] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.199]	[Dziekan] [PID: 416586] Kandydat [PID: 416783] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.199]	[Dziekan] [PID: 416586] Kandydat [PID: 416784] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.199]	[Dziekan] [PID: 416586] Kandydat [PID: 416785] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.199]	[Dziekan] [PID: 416586] Kandydat [PID: 416786] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.199]	[Dziekan] [PID: 416586] Kandydat [PID: 416787] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.199]	[Dziekan] [PID: 416586] Kandydat [PID: 416788] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.200]	[Dziekan] [PID: 416586] Kandydat [PID: 416789] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.200]	[Dziekan] [PID: 416586] Kandydat [PID: 416790] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.200]	[Dziekan] [PID: 416586] Kandydat [PID: 416791] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.200]	[Dziekan] [PID: 416586] Kandydat [PID: 416792] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.200]	[Dziekan] [PID: 416586] Kandydat [PID: 416793] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.200]	[Dziekan] [PID: 416586] Kandydat [PID: 416794] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.201]	[Dziekan] [PID: 416586] Kandydat [PID: 416795] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.201]	[Dziekan] [PID: 416586] Kandydat [PID: 416796] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.201]	[Dziekan] [PID: 416586] Kandydat [PID: 416797] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.201]	[Dziekan] [PID: 416586] Kandydat [PID: 416798] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.201]	[Dziekan] [PID: 416586] Kandydat [PID: 416799] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.201]	[Dziekan] [PID: 416586] Kandydat [PID: 416800] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.202]	[Dziekan] [PID: 416586] Kandydat [PID: 416801] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.202]	[Dziekan] [PID: 416586] Kandydat [PID: 416802] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.202]	[Dziekan] [PID: 416586] Kandydat [PID: 416803] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.202]	[Dziekan] [PID: 416586] Kandydat [PID: 416804] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.202]	[Dziekan] [PID: 416586] Kandydat [PID: 416805] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.202]	[Dziekan] [PID: 416586] Kandydat [PID: 416806] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.202]	[Dziekan] [PID: 416586] Kandydat [PID: 416807] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.203]	[Dziekan] [PID: 416586] Kandydat [PID: 416808] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.203]	[Dziekan] [PID: 416586] Kandydat [PID: 416809] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.203]	[Dziekan] [PID: 416586] Kandydat [PID: 416810] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.203]	[Dziekan] [PID: 416586] Kandydat [PID: 416811] skierowany do komisji A [PID: 416587]
[Czas: 12:12:36.203]	[Dziekan] [PID: 416586] Kandydat [PID: 416812] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.203]	[Dziekan] [PID: 416586] Kandydat [PID: 416813] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:12:36.204]	[Dziekan] [PID: 416586] Kandydat [PID: 416814] zarejestrowany w systemie, ale odrzucony (Brak Matury).
