[Czas: 15:43:16.380]	[Kandydat] [PID: 889244]	 Zostałem utworzony i nie mam zdanej matury.
[Czas: 15:43:16.431]	[Kandydat] [PID: 889287]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.433]	[Kandydat] [PID: 889288]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.434]	[Kandydat] [PID: 889289]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.435]	[Kandydat] [PID: 889290]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.437]	[Kandydat] [PID: 889291]	 Zostałem utworzony i nie mam zdanej matury.
[Czas: 15:43:16.438]	[Kandydat] [PID: 889292]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.440]	[Kandydat] [PID: 889293]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.442]	[Kandydat] [PID: 889294]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.443]	[Kandydat] [PID: 889295]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.445]	[Kandydat] [PID: 889296]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.446]	[Kandydat] [PID: 889297]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.448]	[Kandydat] [PID: 889298]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.449]	[Kandydat] [PID: 889299]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.451]	[Kandydat] [PID: 889300]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.453]	[Kandydat] [PID: 889301]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.454]	[Kandydat] [PID: 889302]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.455]	[Kandydat] [PID: 889303]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.457]	[Kandydat] [PID: 889304]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.458]	[Kandydat] [PID: 889305]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.460]	[Kandydat] [PID: 889306]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.461]	[Kandydat] [PID: 889307]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.463]	[Kandydat] [PID: 889308]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.464]	[Kandydat] [PID: 889309]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.466]	[Kandydat] [PID: 889310]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.467]	[Kandydat] [PID: 889311]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.468]	[Kandydat] [PID: 889312]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.470]	[Kandydat] [PID: 889313]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.471]	[Kandydat] [PID: 889314]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.473]	[Kandydat] [PID: 889315]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.474]	[Kandydat] [PID: 889316]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.476]	[Kandydat] [PID: 889317]	 Zostałem utworzony i nie mam zdanej matury.
[Czas: 15:43:16.478]	[Kandydat] [PID: 889318]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.479]	[Kandydat] [PID: 889319]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.481]	[Kandydat] [PID: 889320]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.482]	[Kandydat] [PID: 889321]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.484]	[Kandydat] [PID: 889322]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.485]	[Kandydat] [PID: 889323]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.487]	[Kandydat] [PID: 889324]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.488]	[Kandydat] [PID: 889325]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.490]	[Kandydat] [PID: 889326]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.491]	[Kandydat] [PID: 889327]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.492]	[Kandydat] [PID: 889328]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.494]	[Kandydat] [PID: 889329]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.495]	[Kandydat] [PID: 889330]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.497]	[Kandydat] [PID: 889331]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.498]	[Kandydat] [PID: 889332]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.500]	[Kandydat] [PID: 889333]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.502]	[Kandydat] [PID: 889334]	 Zostałem utworzony i nie mam zdanej matury.
[Czas: 15:43:16.503]	[Kandydat] [PID: 889335]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.504]	[Kandydat] [PID: 889336]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.506]	[Kandydat] [PID: 889337]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.508]	[Kandydat] [PID: 889338]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.509]	[Kandydat] [PID: 889339]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.511]	[Kandydat] [PID: 889340]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.512]	[Kandydat] [PID: 889341]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.514]	[Kandydat] [PID: 889342]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.515]	[Kandydat] [PID: 889343]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.517]	[Kandydat] [PID: 889344]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.519]	[Kandydat] [PID: 889345]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.520]	[Kandydat] [PID: 889346]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.522]	[Kandydat] [PID: 889347]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.523]	[Kandydat] [PID: 889348]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.524]	[Kandydat] [PID: 889349]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.526]	[Kandydat] [PID: 889350]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.527]	[Kandydat] [PID: 889351]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.529]	[Kandydat] [PID: 889352]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.531]	[Kandydat] [PID: 889353]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.532]	[Kandydat] [PID: 889354]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.533]	[Kandydat] [PID: 889355]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.535]	[Kandydat] [PID: 889356]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.536]	[Kandydat] [PID: 889357]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.538]	[Kandydat] [PID: 889358]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.539]	[Kandydat] [PID: 889359]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.541]	[Kandydat] [PID: 889360]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.542]	[Kandydat] [PID: 889361]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.544]	[Kandydat] [PID: 889362]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.545]	[Kandydat] [PID: 889363]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.547]	[Kandydat] [PID: 889364]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.548]	[Kandydat] [PID: 889365]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.550]	[Kandydat] [PID: 889366]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.551]	[Kandydat] [PID: 889367]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.553]	[Kandydat] [PID: 889368]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.554]	[Kandydat] [PID: 889369]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.556]	[Kandydat] [PID: 889370]	 Zostałem utworzony i nie mam zdanej matury.
[Czas: 15:43:16.558]	[Kandydat] [PID: 889371]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.559]	[Kandydat] [PID: 889372]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.561]	[Kandydat] [PID: 889373]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.562]	[Kandydat] [PID: 889374]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.564]	[Kandydat] [PID: 889375]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.565]	[Kandydat] [PID: 889376]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.567]	[Kandydat] [PID: 889377]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.568]	[Kandydat] [PID: 889378]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.570]	[Kandydat] [PID: 889379]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.571]	[Kandydat] [PID: 889380]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.573]	[Kandydat] [PID: 889381]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.575]	[Kandydat] [PID: 889382]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.576]	[Kandydat] [PID: 889383]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.577]	[Kandydat] [PID: 889384]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.579]	[Kandydat] [PID: 889385]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.580]	[Kandydat] [PID: 889386]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.582]	[Kandydat] [PID: 889387]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.584]	[Kandydat] [PID: 889388]	 Zostałem utworzony i nie mam zdanej matury.
[Czas: 15:43:16.585]	[Kandydat] [PID: 889389]	 Zostałem utworzony i nie mam zdanej matury.
[Czas: 15:43:16.586]	[Kandydat] [PID: 889390]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.588]	[Kandydat] [PID: 889391]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.589]	[Kandydat] [PID: 889392]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.591]	[Kandydat] [PID: 889393]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.592]	[Kandydat] [PID: 889394]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.594]	[Kandydat] [PID: 889395]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.595]	[Kandydat] [PID: 889396]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.597]	[Kandydat] [PID: 889397]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.598]	[Kandydat] [PID: 889398]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.600]	[Kandydat] [PID: 889399]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.601]	[Kandydat] [PID: 889400]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.603]	[Kandydat] [PID: 889401]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.604]	[Kandydat] [PID: 889402]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.606]	[Kandydat] [PID: 889403]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.607]	[Kandydat] [PID: 889404]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.609]	[Kandydat] [PID: 889405]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.610]	[Kandydat] [PID: 889406]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.612]	[Kandydat] [PID: 889407]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.614]	[Kandydat] [PID: 889408]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.616]	[Kandydat] [PID: 889409]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.617]	[Kandydat] [PID: 889410]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.619]	[Kandydat] [PID: 889411]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.620]	[Kandydat] [PID: 889412]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.622]	[Kandydat] [PID: 889413]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.623]	[Kandydat] [PID: 889414]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.625]	[Kandydat] [PID: 889415]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.626]	[Kandydat] [PID: 889416]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.627]	[Kandydat] [PID: 889417]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.629]	[Kandydat] [PID: 889418]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.630]	[Kandydat] [PID: 889419]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.632]	[Kandydat] [PID: 889420]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.633]	[Kandydat] [PID: 889421]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.634]	[Kandydat] [PID: 889422]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.636]	[Kandydat] [PID: 889423]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.637]	[Kandydat] [PID: 889424]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.639]	[Kandydat] [PID: 889425]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.640]	[Kandydat] [PID: 889426]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.641]	[Kandydat] [PID: 889427]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.643]	[Kandydat] [PID: 889428]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.644]	[Kandydat] [PID: 889429]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.646]	[Kandydat] [PID: 889430]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.648]	[Kandydat] [PID: 889431]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.650]	[Kandydat] [PID: 889432]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.651]	[Kandydat] [PID: 889433]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.653]	[Kandydat] [PID: 889434]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.655]	[Kandydat] [PID: 889435]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.658]	[Kandydat] [PID: 889436]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.660]	[Kandydat] [PID: 889437]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.661]	[Kandydat] [PID: 889438]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.663]	[Kandydat] [PID: 889439]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.665]	[Kandydat] [PID: 889440]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.667]	[Kandydat] [PID: 889441]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.669]	[Kandydat] [PID: 889442]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.671]	[Kandydat] [PID: 889443]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.673]	[Kandydat] [PID: 889444]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.675]	[Kandydat] [PID: 889445]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.677]	[Kandydat] [PID: 889446]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.679]	[Kandydat] [PID: 889447]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.680]	[Kandydat] [PID: 889448]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.682]	[Kandydat] [PID: 889449]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.684]	[Kandydat] [PID: 889450]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:16.686]	[Kandydat] [PID: 889451]	 Zostałem utworzony i mam zdaną mature.
[Czas: 15:43:18.743]	[Kandydat] [PID: 889253] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:18.946]	[Kandydat] [PID: 889253] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:18.946]	[Kandydat] [PID: 889254] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:19.149]	[Kandydat] [PID: 889254] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:19.150]	[Kandydat] [PID: 889255] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:19.352]	[Kandydat] [PID: 889255] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:19.352]	[Kandydat] [PID: 889256] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:19.554]	[Kandydat] [PID: 889256] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:19.554]	[Kandydat] [PID: 889257] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:19.769]	[Kandydat] [PID: 889257] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:19.770]	[Kandydat] [PID: 889258] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:19.973]	[Kandydat] [PID: 889258] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:19.973]	[Kandydat] [PID: 889259] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:20.178]	[Kandydat] [PID: 889259] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:20.178]	[Kandydat] [PID: 889260] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:20.388]	[Kandydat] [PID: 889260] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:20.388]	[Kandydat] [PID: 889261] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:20.593]	[Kandydat] [PID: 889262] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:20.600]	[Kandydat] [PID: 889261] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:20.799]	[Kandydat] [PID: 889263] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:20.802]	[Kandydat] [PID: 889262] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:21.003]	[Kandydat] [PID: 889264] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:21.018]	[Kandydat] [PID: 889263] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:21.207]	[Kandydat] [PID: 889265] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:21.220]	[Kandydat] [PID: 889264] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:21.410]	[Kandydat] [PID: 889266] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:21.423]	[Kandydat] [PID: 889265] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:21.613]	[Kandydat] [PID: 889267] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:21.627]	[Kandydat] [PID: 889266] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:21.820]	[Kandydat] [PID: 889268] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:22.026]	[Kandydat] [PID: 889268] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:22.026]	[Kandydat] [PID: 889269] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:22.231]	[Kandydat] [PID: 889269] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:22.232]	[Kandydat] [PID: 889270] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:22.439]	[Kandydat] [PID: 889270] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:22.439]	[Kandydat] [PID: 889271] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:22.646]	[Kandydat] [PID: 889272] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:22.647]	[Kandydat] [PID: 889271] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:22.850]	[Kandydat] [PID: 889273] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:22.863]	[Kandydat] [PID: 889272] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:23.054]	[Kandydat] [PID: 889274] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:23.066]	[Kandydat] [PID: 889273] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:23.259]	[Kandydat] [PID: 889275] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:23.268]	[Kandydat] [PID: 889274] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:23.462]	[Kandydat] [PID: 889276] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:23.470]	[Kandydat] [PID: 889275] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:23.666]	[Kandydat] [PID: 889277] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:23.676]	[Kandydat] [PID: 889276] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:23.880]	[Kandydat] [PID: 889277] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:23.880]	[Kandydat] [PID: 889278] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:24.096]	[Kandydat] [PID: 889279] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:24.308]	[Kandydat] [PID: 889280] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:24.512]	[Kandydat] [PID: 889280] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:24.513]	[Kandydat] [PID: 889281] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:24.716]	[Kandydat] [PID: 889281] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:24.716]	[Kandydat] [PID: 889282] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:24.930]	[Kandydat] [PID: 889282] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:24.931]	[Kandydat] [PID: 889283] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:25.138]	[Kandydat] [PID: 889284] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:25.355]	[Kandydat] [PID: 889284] 	 Otrzymałem 3 pytań! Odpowiadam...
[Czas: 15:43:25.355]	[Kandydat] [PID: 889285] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:25.561]	[Kandydat] [PID: 889286] 	 Otrzymałem 5 pytań! Odpowiadam...
[Czas: 15:43:25.570]	[Kandydat] [PID: 889285] 	 Otrzymałem 3 pytań! Odpowiadam...
