[Czas: 12:04:22.625]	[Dziekan] [PID: 410355] Rekrutacja otwarta. Generuję komisje 
[Czas: 12:04:29.348]	[Dziekan] [PID: 410355] Kandydat [PID: 410384] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.355]	[Dziekan] [PID: 410355] Kandydat [PID: 410385] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:04:29.357]	[Dziekan] [PID: 410355] Kandydat [PID: 410386] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.362]	[Dziekan] [PID: 410355] Kandydat [PID: 410387] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.368]	[Dziekan] [PID: 410355] Kandydat [PID: 410388] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.371]	[Dziekan] [PID: 410355] Kandydat [PID: 410389] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.371]	[Dziekan] [PID: 410355] Kandydat [PID: 410390] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.372]	[Dziekan] [PID: 410355] Kandydat [PID: 410391] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.373]	[Dziekan] [PID: 410355] Kandydat [PID: 410392] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.374]	[Dziekan] [PID: 410355] Kandydat [PID: 410393] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.375]	[Dziekan] [PID: 410355] Kandydat [PID: 410394] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.375]	[Dziekan] [PID: 410355] Kandydat [PID: 410395] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.375]	[Dziekan] [PID: 410355] Kandydat [PID: 410396] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.375]	[Dziekan] [PID: 410355] Kandydat [PID: 410397] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.375]	[Dziekan] [PID: 410355] Kandydat [PID: 410398] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.375]	[Dziekan] [PID: 410355] Kandydat [PID: 410399] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.375]	[Dziekan] [PID: 410355] Kandydat [PID: 410400] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.375]	[Dziekan] [PID: 410355] Kandydat [PID: 410401] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.377]	[Dziekan] [PID: 410355] Kandydat [PID: 410402] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.377]	[Dziekan] [PID: 410355] Kandydat [PID: 410403] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.378]	[Dziekan] [PID: 410355] Kandydat [PID: 410404] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.378]	[Dziekan] [PID: 410355] Kandydat [PID: 410405] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.378]	[Dziekan] [PID: 410355] Kandydat [PID: 410406] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.380]	[Dziekan] [PID: 410355] Kandydat [PID: 410407] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410408] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410409] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410410] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410411] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410412] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410413] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410414] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410415] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.381]	[Dziekan] [PID: 410355] Kandydat [PID: 410416] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.382]	[Dziekan] [PID: 410355] Kandydat [PID: 410417] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.382]	[Dziekan] [PID: 410355] Kandydat [PID: 410418] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.382]	[Dziekan] [PID: 410355] Kandydat [PID: 410419] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.382]	[Dziekan] [PID: 410355] Kandydat [PID: 410420] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.382]	[Dziekan] [PID: 410355] Kandydat [PID: 410421] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:04:29.382]	[Dziekan] [PID: 410355] Kandydat [PID: 410422] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.382]	[Dziekan] [PID: 410355] Kandydat [PID: 410423] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.382]	[Dziekan] [PID: 410355] Kandydat [PID: 410424] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410425] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410426] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410427] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410428] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410429] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410430] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410431] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410432] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410433] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410434] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410435] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410436] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410437] skierowany do komisji A [PID: 410356] |	 Kandydat zdał teorię wcześniej
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410438] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410439] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.383]	[Dziekan] [PID: 410355] Kandydat [PID: 410440] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410441] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410442] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410443] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410444] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410445] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410446] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410447] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410448] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410449] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410450] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410451] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410452] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410453] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.384]	[Dziekan] [PID: 410355] Kandydat [PID: 410454] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.388]	[Dziekan] [PID: 410355] Kandydat [PID: 410455] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.390]	[Dziekan] [PID: 410355] Kandydat [PID: 410456] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.393]	[Dziekan] [PID: 410355] Kandydat [PID: 410457] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.405]	[Dziekan] [PID: 410355] Kandydat [PID: 410458] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.407]	[Dziekan] [PID: 410355] Kandydat [PID: 410459] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.407]	[Dziekan] [PID: 410355] Kandydat [PID: 410460] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.407]	[Dziekan] [PID: 410355] Kandydat [PID: 410461] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.407]	[Dziekan] [PID: 410355] Kandydat [PID: 410462] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.407]	[Dziekan] [PID: 410355] Kandydat [PID: 410463] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.407]	[Dziekan] [PID: 410355] Kandydat [PID: 410464] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.408]	[Dziekan] [PID: 410355] Kandydat [PID: 410465] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.408]	[Dziekan] [PID: 410355] Kandydat [PID: 410466] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.411]	[Dziekan] [PID: 410355] Kandydat [PID: 410467] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:04:29.499]	[Dziekan] [PID: 410355] Kandydat [PID: 410468] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.520]	[Dziekan] [PID: 410355] Kandydat [PID: 410469] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.520]	[Dziekan] [PID: 410355] Kandydat [PID: 410470] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.521]	[Dziekan] [PID: 410355] Kandydat [PID: 410471] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.521]	[Dziekan] [PID: 410355] Kandydat [PID: 410472] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.521]	[Dziekan] [PID: 410355] Kandydat [PID: 410473] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.521]	[Dziekan] [PID: 410355] Kandydat [PID: 410474] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.521]	[Dziekan] [PID: 410355] Kandydat [PID: 410475] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.521]	[Dziekan] [PID: 410355] Kandydat [PID: 410476] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.521]	[Dziekan] [PID: 410355] Kandydat [PID: 410477] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.522]	[Dziekan] [PID: 410355] Kandydat [PID: 410478] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.522]	[Dziekan] [PID: 410355] Kandydat [PID: 410479] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.522]	[Dziekan] [PID: 410355] Kandydat [PID: 410480] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.522]	[Dziekan] [PID: 410355] Kandydat [PID: 410481] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.522]	[Dziekan] [PID: 410355] Kandydat [PID: 410482] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.522]	[Dziekan] [PID: 410355] Kandydat [PID: 410483] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.522]	[Dziekan] [PID: 410355] Kandydat [PID: 410484] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.523]	[Dziekan] [PID: 410355] Kandydat [PID: 410485] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.523]	[Dziekan] [PID: 410355] Kandydat [PID: 410486] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.523]	[Dziekan] [PID: 410355] Kandydat [PID: 410487] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.523]	[Dziekan] [PID: 410355] Kandydat [PID: 410488] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.523]	[Dziekan] [PID: 410355] Kandydat [PID: 410489] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.523]	[Dziekan] [PID: 410355] Kandydat [PID: 410490] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.523]	[Dziekan] [PID: 410355] Kandydat [PID: 410491] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.524]	[Dziekan] [PID: 410355] Kandydat [PID: 410492] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.524]	[Dziekan] [PID: 410355] Kandydat [PID: 410493] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.524]	[Dziekan] [PID: 410355] Kandydat [PID: 410494] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.525]	[Dziekan] [PID: 410355] Kandydat [PID: 410495] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.526]	[Dziekan] [PID: 410355] Kandydat [PID: 410496] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:04:29.542]	[Dziekan] [PID: 410355] Kandydat [PID: 410497] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.551]	[Dziekan] [PID: 410355] Kandydat [PID: 410498] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.552]	[Dziekan] [PID: 410355] Kandydat [PID: 410499] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.556]	[Dziekan] [PID: 410355] Kandydat [PID: 410500] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.557]	[Dziekan] [PID: 410355] Kandydat [PID: 410501] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.557]	[Dziekan] [PID: 410355] Kandydat [PID: 410502] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.557]	[Dziekan] [PID: 410355] Kandydat [PID: 410503] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.557]	[Dziekan] [PID: 410355] Kandydat [PID: 410504] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.558]	[Dziekan] [PID: 410355] Kandydat [PID: 410505] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.558]	[Dziekan] [PID: 410355] Kandydat [PID: 410506] skierowany do komisji A [PID: 410356] |	 Kandydat zdał teorię wcześniej
[Czas: 12:04:29.558]	[Dziekan] [PID: 410355] Kandydat [PID: 410507] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.558]	[Dziekan] [PID: 410355] Kandydat [PID: 410508] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.558]	[Dziekan] [PID: 410355] Kandydat [PID: 410509] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.558]	[Dziekan] [PID: 410355] Kandydat [PID: 410510] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.559]	[Dziekan] [PID: 410355] Kandydat [PID: 410511] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.559]	[Dziekan] [PID: 410355] Kandydat [PID: 410512] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.559]	[Dziekan] [PID: 410355] Kandydat [PID: 410513] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.559]	[Dziekan] [PID: 410355] Kandydat [PID: 410514] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.559]	[Dziekan] [PID: 410355] Kandydat [PID: 410515] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.559]	[Dziekan] [PID: 410355] Kandydat [PID: 410516] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.559]	[Dziekan] [PID: 410355] Kandydat [PID: 410517] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.559]	[Dziekan] [PID: 410355] Kandydat [PID: 410518] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.569]	[Dziekan] [PID: 410355] Kandydat [PID: 410519] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.572]	[Dziekan] [PID: 410355] Kandydat [PID: 410520] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.682]	[Dziekan] [PID: 410355] Kandydat [PID: 410521] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.703]	[Dziekan] [PID: 410355] Kandydat [PID: 410522] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.704]	[Dziekan] [PID: 410355] Kandydat [PID: 410523] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.704]	[Dziekan] [PID: 410355] Kandydat [PID: 410524] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.704]	[Dziekan] [PID: 410355] Kandydat [PID: 410525] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.704]	[Dziekan] [PID: 410355] Kandydat [PID: 410526] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.704]	[Dziekan] [PID: 410355] Kandydat [PID: 410527] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.704]	[Dziekan] [PID: 410355] Kandydat [PID: 410528] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.704]	[Dziekan] [PID: 410355] Kandydat [PID: 410529] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.705]	[Dziekan] [PID: 410355] Kandydat [PID: 410530] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.705]	[Dziekan] [PID: 410355] Kandydat [PID: 410531] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.705]	[Dziekan] [PID: 410355] Kandydat [PID: 410532] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.705]	[Dziekan] [PID: 410355] Kandydat [PID: 410533] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.705]	[Dziekan] [PID: 410355] Kandydat [PID: 410534] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.705]	[Dziekan] [PID: 410355] Kandydat [PID: 410535] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410536] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410537] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410538] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410539] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410540] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410541] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410542] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410543] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.706]	[Dziekan] [PID: 410355] Kandydat [PID: 410544] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.707]	[Dziekan] [PID: 410355] Kandydat [PID: 410545] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.709]	[Dziekan] [PID: 410355] Kandydat [PID: 410546] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.719]	[Dziekan] [PID: 410355] Kandydat [PID: 410547] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.722]	[Dziekan] [PID: 410355] Kandydat [PID: 410548] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.731]	[Dziekan] [PID: 410355] Kandydat [PID: 410549] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.734]	[Dziekan] [PID: 410355] Kandydat [PID: 410550] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.740]	[Dziekan] [PID: 410355] Kandydat [PID: 410551] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.743]	[Dziekan] [PID: 410355] Kandydat [PID: 410552] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.746]	[Dziekan] [PID: 410355] Kandydat [PID: 410553] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.755]	[Dziekan] [PID: 410355] Kandydat [PID: 410554] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.758]	[Dziekan] [PID: 410355] Kandydat [PID: 410555] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.760]	[Dziekan] [PID: 410355] Kandydat [PID: 410556] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.846]	[Dziekan] [PID: 410355] Kandydat [PID: 410557] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.862]	[Dziekan] [PID: 410355] Kandydat [PID: 410558] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.862]	[Dziekan] [PID: 410355] Kandydat [PID: 410559] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.862]	[Dziekan] [PID: 410355] Kandydat [PID: 410560] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.862]	[Dziekan] [PID: 410355] Kandydat [PID: 410561] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.870]	[Dziekan] [PID: 410355] Kandydat [PID: 410562] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.889]	[Dziekan] [PID: 410355] Kandydat [PID: 410563] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.893]	[Dziekan] [PID: 410355] Kandydat [PID: 410564] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.894]	[Dziekan] [PID: 410355] Kandydat [PID: 410565] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.894]	[Dziekan] [PID: 410355] Kandydat [PID: 410566] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.894]	[Dziekan] [PID: 410355] Kandydat [PID: 410567] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.894]	[Dziekan] [PID: 410355] Kandydat [PID: 410568] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.894]	[Dziekan] [PID: 410355] Kandydat [PID: 410569] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.894]	[Dziekan] [PID: 410355] Kandydat [PID: 410570] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.894]	[Dziekan] [PID: 410355] Kandydat [PID: 410571] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.894]	[Dziekan] [PID: 410355] Kandydat [PID: 410572] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.895]	[Dziekan] [PID: 410355] Kandydat [PID: 410573] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.895]	[Dziekan] [PID: 410355] Kandydat [PID: 410574] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.895]	[Dziekan] [PID: 410355] Kandydat [PID: 410575] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 12:04:29.895]	[Dziekan] [PID: 410355] Kandydat [PID: 410576] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.895]	[Dziekan] [PID: 410355] Kandydat [PID: 410577] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.895]	[Dziekan] [PID: 410355] Kandydat [PID: 410578] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.895]	[Dziekan] [PID: 410355] Kandydat [PID: 410579] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.895]	[Dziekan] [PID: 410355] Kandydat [PID: 410580] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.896]	[Dziekan] [PID: 410355] Kandydat [PID: 410581] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.896]	[Dziekan] [PID: 410355] Kandydat [PID: 410582] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.896]	[Dziekan] [PID: 410355] Kandydat [PID: 410583] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.896]	[Dziekan] [PID: 410355] Kandydat [PID: 410584] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.896]	[Dziekan] [PID: 410355] Kandydat [PID: 410585] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.896]	[Dziekan] [PID: 410355] Kandydat [PID: 410586] skierowany do komisji A [PID: 410356]
[Czas: 12:04:29.897]	[Dziekan] [PID: 410355] Kandydat [PID: 410587] skierowany do komisji A [PID: 410356]
