[Czas: 17:03:14.485]	[Dziekan] [PID: 8646] Rekrutacja otwarta. Generuję komisje 
[Czas: 17:09:25.133]	[Dziekan] [PID: 8646] Kandydat [PID: 8773] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.133]	[Dziekan] [PID: 8646] Kandydat [PID: 8774] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.133]	[Dziekan] [PID: 8646] Kandydat [PID: 8775] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:09:25.134]	[Dziekan] [PID: 8646] Kandydat [PID: 8776] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.141]	[Dziekan] [PID: 8646] Kandydat [PID: 8777] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.145]	[Dziekan] [PID: 8646] Kandydat [PID: 8778] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.146]	[Dziekan] [PID: 8646] Kandydat [PID: 8779] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.316]	[Dziekan] [PID: 8646] Kandydat [PID: 8780] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.500]	[Dziekan] [PID: 8646] Kandydat [PID: 8781] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.500]	[Dziekan] [PID: 8646] Kandydat [PID: 8782] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.501]	[Dziekan] [PID: 8646] Kandydat [PID: 8783] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:09:25.501]	[Dziekan] [PID: 8646] Kandydat [PID: 8784] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.501]	[Dziekan] [PID: 8646] Kandydat [PID: 8785] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.501]	[Dziekan] [PID: 8646] Kandydat [PID: 8786] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.501]	[Dziekan] [PID: 8646] Kandydat [PID: 8787] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.501]	[Dziekan] [PID: 8646] Kandydat [PID: 8788] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.501]	[Dziekan] [PID: 8646] Kandydat [PID: 8789] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.501]	[Dziekan] [PID: 8646] Kandydat [PID: 8790] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.502]	[Dziekan] [PID: 8646] Kandydat [PID: 8791] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.502]	[Dziekan] [PID: 8646] Kandydat [PID: 8792] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.502]	[Dziekan] [PID: 8646] Kandydat [PID: 8793] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.512]	[Dziekan] [PID: 8646] Kandydat [PID: 8794] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.518]	[Dziekan] [PID: 8646] Kandydat [PID: 8795] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.521]	[Dziekan] [PID: 8646] Kandydat [PID: 8796] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.524]	[Dziekan] [PID: 8646] Kandydat [PID: 8797] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.530]	[Dziekan] [PID: 8646] Kandydat [PID: 8798] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.542]	[Dziekan] [PID: 8646] Kandydat [PID: 8799] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.616]	[Dziekan] [PID: 8646] Kandydat [PID: 8800] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.629]	[Dziekan] [PID: 8646] Kandydat [PID: 8801] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.630]	[Dziekan] [PID: 8646] Kandydat [PID: 8802] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.630]	[Dziekan] [PID: 8646] Kandydat [PID: 8803] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.637]	[Dziekan] [PID: 8646] Kandydat [PID: 8804] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:09:25.646]	[Dziekan] [PID: 8646] Kandydat [PID: 8805] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.661]	[Dziekan] [PID: 8646] Kandydat [PID: 8806] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.665]	[Dziekan] [PID: 8646] Kandydat [PID: 8807] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.672]	[Dziekan] [PID: 8646] Kandydat [PID: 8808] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.674]	[Dziekan] [PID: 8646] Kandydat [PID: 8809] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.677]	[Dziekan] [PID: 8646] Kandydat [PID: 8810] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.680]	[Dziekan] [PID: 8646] Kandydat [PID: 8811] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.682]	[Dziekan] [PID: 8646] Kandydat [PID: 8812] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.689]	[Dziekan] [PID: 8646] Kandydat [PID: 8813] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.692]	[Dziekan] [PID: 8646] Kandydat [PID: 8814] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.695]	[Dziekan] [PID: 8646] Kandydat [PID: 8815] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.699]	[Dziekan] [PID: 8646] Kandydat [PID: 8816] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.706]	[Dziekan] [PID: 8646] Kandydat [PID: 8817] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.709]	[Dziekan] [PID: 8646] Kandydat [PID: 8818] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.712]	[Dziekan] [PID: 8646] Kandydat [PID: 8819] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.725]	[Dziekan] [PID: 8646] Kandydat [PID: 8820] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.728]	[Dziekan] [PID: 8646] Kandydat [PID: 8821] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.729]	[Dziekan] [PID: 8646] Kandydat [PID: 8822] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.738]	[Dziekan] [PID: 8646] Kandydat [PID: 8823] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.830]	[Dziekan] [PID: 8646] Kandydat [PID: 8824] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8825] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8826] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8827] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8828] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8829] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8830] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8831] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8832] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.831]	[Dziekan] [PID: 8646] Kandydat [PID: 8833] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.836]	[Dziekan] [PID: 8646] Kandydat [PID: 8834] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.837]	[Dziekan] [PID: 8646] Kandydat [PID: 8835] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.837]	[Dziekan] [PID: 8646] Kandydat [PID: 8836] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.837]	[Dziekan] [PID: 8646] Kandydat [PID: 8837] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.837]	[Dziekan] [PID: 8646] Kandydat [PID: 8838] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.837]	[Dziekan] [PID: 8646] Kandydat [PID: 8839] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.838]	[Dziekan] [PID: 8646] Kandydat [PID: 8840] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.838]	[Dziekan] [PID: 8646] Kandydat [PID: 8841] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.838]	[Dziekan] [PID: 8646] Kandydat [PID: 8842] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.838]	[Dziekan] [PID: 8646] Kandydat [PID: 8843] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.838]	[Dziekan] [PID: 8646] Kandydat [PID: 8844] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.838]	[Dziekan] [PID: 8646] Kandydat [PID: 8845] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.838]	[Dziekan] [PID: 8646] Kandydat [PID: 8846] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.838]	[Dziekan] [PID: 8646] Kandydat [PID: 8847] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.839]	[Dziekan] [PID: 8646] Kandydat [PID: 8848] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.839]	[Dziekan] [PID: 8646] Kandydat [PID: 8849] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.839]	[Dziekan] [PID: 8646] Kandydat [PID: 8850] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.839]	[Dziekan] [PID: 8646] Kandydat [PID: 8851] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.839]	[Dziekan] [PID: 8646] Kandydat [PID: 8853] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.839]	[Dziekan] [PID: 8646] Kandydat [PID: 8854] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.840]	[Dziekan] [PID: 8646] Kandydat [PID: 8855] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.840]	[Dziekan] [PID: 8646] Kandydat [PID: 8857] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.840]	[Dziekan] [PID: 8646] Kandydat [PID: 8858] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.841]	[Dziekan] [PID: 8646] Kandydat [PID: 8859] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.841]	[Dziekan] [PID: 8646] Kandydat [PID: 8862] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.841]	[Dziekan] [PID: 8646] Kandydat [PID: 8863] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.841]	[Dziekan] [PID: 8646] Kandydat [PID: 8864] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.847]	[Dziekan] [PID: 8646] Kandydat [PID: 8866] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.853]	[Dziekan] [PID: 8646] Kandydat [PID: 8869] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.857]	[Dziekan] [PID: 8646] Kandydat [PID: 8870] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.860]	[Dziekan] [PID: 8646] Kandydat [PID: 8871] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.863]	[Dziekan] [PID: 8646] Kandydat [PID: 8872] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.897]	[Dziekan] [PID: 8646] Kandydat [PID: 8873] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.903]	[Dziekan] [PID: 8646] Kandydat [PID: 8874] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.912]	[Dziekan] [PID: 8646] Kandydat [PID: 8875] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.919]	[Dziekan] [PID: 8646] Kandydat [PID: 8876] skierowany do komisji A [PID: 8647]
[Czas: 17:09:25.921]	[Dziekan] [PID: 8646] Kandydat [PID: 8877] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:09:26.011]	[Dziekan] [PID: 8646] Kandydat [PID: 8878] skierowany do komisji A [PID: 8647]
[Czas: 17:09:26.024]	[Dziekan] [PID: 8646] Kandydat [PID: 8879] skierowany do komisji A [PID: 8647]
[Czas: 17:09:26.024]	[Dziekan] [PID: 8646] Kandydat [PID: 8880] skierowany do komisji A [PID: 8647]
[Czas: 17:09:26.024]	[Dziekan] [PID: 8646] Kandydat [PID: 8881] skierowany do komisji A [PID: 8647]
[Czas: 17:09:26.024]	[Dziekan] [PID: 8646] Kandydat [PID: 8882] skierowany do komisji A [PID: 8647]
[Czas: 17:09:26.025]	[Dziekan] [PID: 8646] Kandydat [PID: 8883] skierowany do komisji A [PID: 8647]
[Czas: 17:09:26.025]	[Dziekan] [PID: 8646] Kandydat [PID: 8884] skierowany do komisji A [PID: 8647]
[Czas: 17:09:26.025]	[Dziekan] [PID: 8646] Kandydat [PID: 8885] skierowany do komisji A [PID: 8647]
