[Czas: 10:58:23.928]	[Dziekan] [PID: 516746] Rekrutacja otwarta. Generuję komisje 
[Czas: 10:58:32.033]	[Dziekan] [PID: 516746] Kandydat [PID: 516819] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.033]	[Dziekan] [PID: 516746] Kandydat [PID: 516820] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.033]	[Dziekan] [PID: 516746] Kandydat [PID: 516821] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516822] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516823] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516824] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516825] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516826] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516827] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516828] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516829] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516830] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516831] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516832] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516833] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516834] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516835] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516836] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.034]	[Dziekan] [PID: 516746] Kandydat [PID: 516837] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516838] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516839] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516840] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516841] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516842] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516843] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516844] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516845] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516846] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516847] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516848] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516849] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516850] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516851] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516852] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516853] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.035]	[Dziekan] [PID: 516746] Kandydat [PID: 516854] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516855] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516856] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516857] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516858] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516859] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516860] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516861] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516862] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516863] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.036]	[Dziekan] [PID: 516746] Kandydat [PID: 516864] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.100]	[Dziekan] [PID: 516746] Kandydat [PID: 516865] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.167]	[Dziekan] [PID: 516746] Kandydat [PID: 516866] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.177]	[Dziekan] [PID: 516746] Kandydat [PID: 516867] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.177]	[Dziekan] [PID: 516746] Kandydat [PID: 516868] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516869] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516870] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516871] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516872] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516873] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516874] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516875] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516876] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516877] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516878] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516879] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516880] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516881] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516882] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516883] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516884] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516885] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516886] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516887] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.178]	[Dziekan] [PID: 516746] Kandydat [PID: 516888] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516889] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516890] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516891] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516892] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516893] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516894] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516895] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516896] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516897] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516898] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516899] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516900] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516901] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516902] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516903] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516904] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516905] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516906] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516907] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.179]	[Dziekan] [PID: 516746] Kandydat [PID: 516908] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516909] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516910] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516911] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516912] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516913] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516914] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516915] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516916] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516917] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516918] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516919] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516920] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516921] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516922] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.180]	[Dziekan] [PID: 516746] Kandydat [PID: 516923] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516924] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516925] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516926] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516927] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516928] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516929] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516930] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516931] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516932] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516933] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516934] skierowany do komisji A [PID: 516747] |	 Kandydat zdał teorię wcześniej
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516935] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516936] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516937] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.181]	[Dziekan] [PID: 516746] Kandydat [PID: 516938] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516939] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516940] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516941] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516942] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516943] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516944] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516945] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516946] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516947] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516948] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516949] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.182]	[Dziekan] [PID: 516746] Kandydat [PID: 516950] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.259]	[Dziekan] [PID: 516746] Kandydat [PID: 516951] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.342]	[Dziekan] [PID: 516746] Kandydat [PID: 516952] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.424]	[Dziekan] [PID: 516746] Kandydat [PID: 516953] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.503]	[Dziekan] [PID: 516746] Kandydat [PID: 516954] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.584]	[Dziekan] [PID: 516746] Kandydat [PID: 516955] skierowany do komisji A [PID: 516747] |	 Kandydat zdał teorię wcześniej
[Czas: 10:58:32.670]	[Dziekan] [PID: 516746] Kandydat [PID: 516956] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.753]	[Dziekan] [PID: 516746] Kandydat [PID: 516957] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.835]	[Dziekan] [PID: 516746] Kandydat [PID: 516958] skierowany do komisji A [PID: 516747] |	 Kandydat zdał teorię wcześniej
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516959] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516960] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516961] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516962] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516963] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516964] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516965] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516966] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516967] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516968] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.842]	[Dziekan] [PID: 516746] Kandydat [PID: 516969] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516970] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516971] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516972] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516973] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516974] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516975] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516976] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516977] skierowany do komisji A [PID: 516747]
[Czas: 10:58:32.843]	[Dziekan] [PID: 516746] Kandydat [PID: 516978] skierowany do komisji A [PID: 516747]
